episode,crash
0,"5121	"
1,"111	"
2,"4	"
3,"3	"
4,"17	"
5,"5	"
6,"9	"
7,"4	"
8,"8	"
9,"5	"
10,"24	"
11,"14	"
12,"13	"
13,"26	"
14,"12	"
15,"11	"
16,"12	"
17,"13	"
18,"5	"
19,"4	"
20,"11	"
21,"13	"
22,"5	"
23,"7	"
24,"6	"
25,"4	"
26,"2	"
27,"4	"
28,"4	"
29,"4	"
30,"5	"
31,"4	"
32,"6	"
33,"8	"
34,"3	"
35,"9	"
36,"4	"
37,"1	"
38,"5	"
39,"15	"
40,"15	"
41,"11	"
42,"6	"
43,"4	"
44,"12	"
45,"52	"
46,"9	"
47,"1	"
48,"25	"
49,"9	"
50,"28	"
51,"11	"
52,"2	"
53,"0	"
54,"2	"
55,"9	"
56,"9	"
57,"3	"
58,"5	"
59,"11	"
60,"6	"
61,"18	"
62,"6	"
63,"1	"
64,"4	"
65,"6	"
66,"10	"
67,"13	"
68,"7	"
69,"5	"
70,"2	"
71,"9	"
72,"2	"
73,"5	"
74,"7	"
75,"4	"
76,"7	"
77,"2	"
78,"6	"
79,"11	"
80,"9	"
81,"2	"
82,"8	"
83,"7	"
84,"6	"
85,"3	"
86,"6	"
87,"33	"
88,"10	"
89,"6	"
90,"9	"
91,"4	"
92,"16	"
93,"2	"
94,"9	"
95,"2	"
96,"5	"
97,"2	"
98,"1	"
99,"2	"
100,"5	"
101,"0	"
102,"11	"
103,"3	"
104,"13	"
105,"0	"
106,"1	"
107,"4	"
108,"5	"
109,"2	"
110,"6	"
111,"13	"
112,"2	"
113,"6	"
114,"4	"
115,"2	"
116,"15	"
117,"9	"
118,"5	"
119,"1	"
120,"0	"
121,"2	"
122,"8	"
123,"10	"
124,"1	"
125,"7	"
126,"3	"
127,"4	"
128,"50	"
129,"26	"
130,"13	"
131,"3	"
132,"0	"
133,"3	"
134,"8	"
135,"6	"
136,"15	"
137,"10	"
138,"6	"
139,"14	"
140,"13	"
141,"10	"
142,"10	"
143,"7	"
144,"22	"
145,"4	"
146,"10	"
147,"1	"
148,"21	"
149,"5	"
150,"2	"
151,"4	"
152,"13	"
153,"7	"
154,"10	"
155,"12	"
156,"20	"
157,"10	"
158,"7	"
159,"1	"
160,"3	"
161,"3	"
162,"19	"
163,"41	"
164,"22	"
165,"8	"
166,"25	"
167,"18	"
168,"8	"
169,"3	"
170,"7	"
171,"6	"
172,"9	"
173,"4	"
174,"1	"
175,"5	"
176,"3	"
177,"13	"
178,"10	"
179,"4	"
180,"27	"
181,"8	"
182,"17	"
183,"9	"
184,"3	"
185,"1	"
186,"1	"
187,"3	"
188,"0	"
189,"5	"
190,"2	"
191,"11	"
192,"0	"
193,"3	"
194,"5	"
195,"25	"
196,"10	"
197,"31	"
198,"5	"
199,"41	"
200,"1	"
201,"22	"
202,"17	"
203,"6	"
204,"11	"
205,"15	"
206,"7	"
207,"5	"
208,"11	"
209,"10	"
210,"13	"
211,"14	"
212,"10	"
213,"5	"
214,"7	"
215,"24	"
216,"46	"
217,"9	"
218,"7	"
219,"1	"
220,"10	"
221,"5	"
222,"13	"
223,"2	"
224,"4	"
225,"21	"
226,"15	"
227,"2	"
228,"2	"
229,"7	"
230,"12	"
231,"20	"
232,"8	"
233,"10	"
234,"2	"
235,"9	"
236,"10	"
237,"0	"
238,"16	"
239,"4	"
240,"3	"
241,"5	"
242,"15	"
243,"22	"
244,"14	"
245,"13	"
246,"9	"
247,"21	"
248,"14	"
249,"13	"
250,"17	"
251,"24	"
252,"39	"
253,"35	"
254,"14	"
255,"10	"
256,"8	"
257,"12	"
258,"7	"
259,"7	"
260,"2	"
261,"3	"
262,"11	"
263,"2	"
264,"1	"
265,"8	"
266,"1	"
267,"8	"
268,"5	"
269,"0	"
270,"7	"
271,"4	"
272,"1	"
273,"5	"
274,"6	"
275,"7	"
276,"26	"
277,"1	"
278,"9	"
279,"5	"
280,"6	"
281,"7	"
282,"4	"
283,"7	"
284,"4	"
285,"3	"
286,"15	"
287,"5	"
288,"31	"
289,"10	"
290,"12	"
291,"2	"
292,"3	"
293,"10	"
294,"8	"
295,"1	"
296,"10	"
297,"3	"
298,"2	"
299,"4	"
300,"3	"
301,"11	"
302,"2	"
303,"2	"
304,"7	"
305,"3	"
306,"24	"
307,"9	"
308,"7	"
309,"0	"
310,"8	"
311,"14	"
312,"11	"
313,"3	"
314,"3	"
315,"4	"
316,"0	"
317,"5	"
318,"10	"
319,"4	"
320,"12	"
321,"13	"
322,"6	"
323,"17	"
324,"8	"
325,"3	"
326,"16	"
327,"31	"
328,"9	"
329,"13	"
330,"32	"
331,"13	"
332,"6	"
333,"6	"
334,"3	"
335,"4	"
336,"16	"
337,"11	"
338,"2	"
339,"17	"
340,"13	"
341,"27	"
342,"5	"
343,"5	"
344,"12	"
345,"24	"
346,"28	"
347,"5	"
348,"7	"
349,"12	"
350,"16	"
351,"6	"
352,"10	"
353,"8	"
354,"1	"
355,"17	"
356,"6	"
357,"16	"
358,"5	"
359,"0	"
360,"3	"
361,"7	"
362,"1	"
363,"17	"
364,"5	"
365,"8	"
366,"8	"
367,"13	"
368,"16	"
369,"15	"
370,"15	"
371,"7	"
372,"6	"
373,"7	"
374,"10	"
375,"4	"
376,"5	"
377,"5	"
378,"6	"
379,"5	"
380,"9	"
381,"5	"
382,"7	"
383,"8	"
384,"19	"
385,"26	"
386,"4	"
387,"8	"
388,"5	"
389,"10	"
390,"10	"
391,"12	"
392,"6	"
393,"20	"
394,"14	"
395,"5	"
396,"11	"
397,"6	"
398,"18	"
399,"9	"
400,"21	"
401,"8	"
402,"36	"
403,"5	"
404,"10	"
405,"13	"
406,"5	"
407,"13	"
408,"12	"
409,"42	"
410,"29	"
411,"26	"
412,"9	"
413,"25	"
414,"8	"
415,"1	"
416,"20	"
417,"6	"
418,"11	"
419,"10	"
420,"13	"
421,"6	"
422,"7	"
423,"22	"
424,"19	"
425,"12	"
426,"22	"
427,"1	"
428,"7	"
429,"9	"
430,"16	"
431,"0	"
432,"3	"
433,"2	"
434,"3	"
435,"3	"
436,"5	"
437,"22	"
438,"20	"
439,"24	"
440,"8	"
441,"3	"
442,"18	"
443,"5	"
444,"12	"
445,"7	"
446,"10	"
447,"13	"
448,"2	"
449,"9	"
450,"3	"
451,"4	"
452,"1	"
453,"6	"
454,"2	"
455,"3	"
456,"4	"
457,"5	"
458,"9	"
459,"2	"
460,"3	"
461,"11	"
462,"4	"
463,"12	"
464,"6	"
465,"13	"
466,"3	"
467,"3	"
468,"2	"
469,"6	"
470,"4	"
471,"4	"
472,"12	"
473,"8	"
474,"3	"
475,"13	"
476,"4	"
477,"2	"
478,"3	"
479,"9	"
480,"10	"
481,"1	"
482,"1	"
483,"3	"
